weeks_on_list,publisher,title,author,contributor,age_group,published_date,list_name
1,Knopf,TRANSCENDENT KINGDOM,Yaa Gyasi,by Yaa Gyasi,,2020-09-20,Hardcover Fiction
14,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-09-20,Hardcover Fiction
1,FrontLine,THE HARBINGER II,Jonathan Cahn,by Jonathan Cahn,,2020-09-20,Hardcover Fiction
105,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-09-20,Hardcover Fiction
2,Knopf,SQUEEZE ME,Carl Hiaasen,by Carl Hiaasen,,2020-09-20,Hardcover Fiction
14,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-09-20,Hardcover Fiction
1,Del Rey,THRAWN ASCENDANCY: CHAOS RISING,Timothy Zahn,by Timothy Zahn,,2020-09-20,Hardcover Fiction
2,Grand Central,THICK AS THIEVES,Sandra Brown,by Sandra Brown,,2020-09-20,Hardcover Fiction
3,Delacorte,ROYAL,Danielle Steel,by Danielle Steel,,2020-09-20,Hardcover Fiction
33,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-09-20,Hardcover Fiction
1,Park Row,THE LAST STORY OF MINA LEE,Nancy Jooyoun Kim,by Nancy Jooyoun Kim,,2020-09-20,Hardcover Fiction
9,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-09-20,Hardcover Fiction
1,Berkley,DARK SONG,Christine Feehan,by Christine Feehan,,2020-09-20,Hardcover Fiction
104,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-09-13,Hardcover Fiction
13,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-09-13,Hardcover Fiction
1,Grand Central,THICK AS THIEVES,Sandra Brown,by Sandra Brown,,2020-09-13,Hardcover Fiction
1,Knopf,SQUEEZE ME,Carl Hiaasen,by Carl Hiaasen,,2020-09-13,Hardcover Fiction
2,Delacorte,ROYAL,Danielle Steel,by Danielle Steel,,2020-09-13,Hardcover Fiction
13,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-09-13,Hardcover Fiction
32,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-09-13,Hardcover Fiction
11,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-09-13,Hardcover Fiction
5,"Little, Brown",1ST CASE,James Patterson and Chris Tebbetts,by James Patterson and Chris Tebbetts,,2020-09-13,Hardcover Fiction
1,Custom House,THE EXILES,Christina Baker Kline,by Christina Baker Kline,,2020-09-13,Hardcover Fiction
56,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-09-13,Hardcover Fiction
8,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-09-13,Hardcover Fiction
7,Harper,THE ORDER,Daniel Silva,by Daniel Silva,,2020-09-13,Hardcover Fiction
6,Emily Bestler/Atria,NEAR DARK,Brad Thor,by Brad Thor,,2020-09-13,Hardcover Fiction
18,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-09-13,Hardcover Fiction
103,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-09-06,Hardcover Fiction
1,Delacorte,ROYAL,Danielle Steel,by Danielle Steel,,2020-09-06,Hardcover Fiction
12,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-09-06,Hardcover Fiction
12,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-09-06,Hardcover Fiction
10,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-09-06,Hardcover Fiction
6,Harper,THE ORDER,Daniel Silva,by Daniel Silva,,2020-09-06,Hardcover Fiction
31,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-09-06,Hardcover Fiction
1,Gallery,THE JACKAL,JR Ward,by J.R. Ward,,2020-09-06,Hardcover Fiction
4,"Little, Brown",1ST CASE,James Patterson and Chris Tebbetts,by James Patterson and Chris Tebbetts,,2020-09-06,Hardcover Fiction
7,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-09-06,Hardcover Fiction
55,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-09-06,Hardcover Fiction
5,Emily Bestler/Atria,NEAR DARK,Brad Thor,by Brad Thor,,2020-09-06,Hardcover Fiction
17,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-09-06,Hardcover Fiction
1,Dutton,THE LIONS OF FIFTH AVENUE,Fiona Davis,by Fiona Davis,,2020-09-06,Hardcover Fiction
17,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-09-06,Hardcover Fiction
102,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-08-30,Hardcover Fiction
11,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-08-30,Hardcover Fiction
1,Simon & Schuster,A PRIVATE CATHEDRAL,James Lee Burke,by James Lee Burke,,2020-08-30,Hardcover Fiction
3,"Little, Brown",1ST CASE,James Patterson and Chris Tebbetts,by James Patterson and Chris Tebbetts,,2020-08-30,Hardcover Fiction
5,Harper,THE ORDER,Daniel Silva,by Daniel Silva,,2020-08-30,Hardcover Fiction
1,Putnam,CHOPPY WATER,Stuart Woods,by Stuart Woods,,2020-08-30,Hardcover Fiction
9,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-08-30,Hardcover Fiction
11,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-08-30,Hardcover Fiction
4,Emily Bestler/Atria,NEAR DARK,Brad Thor,by Brad Thor,,2020-08-30,Hardcover Fiction
30,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-08-30,Hardcover Fiction
6,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-08-30,Hardcover Fiction
16,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-08-30,Hardcover Fiction
54,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-08-30,Hardcover Fiction
16,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-08-30,Hardcover Fiction
2,"Farrar, Straus & Giroux",LUSTER,Raven Leilani,by Raven Leilani,,2020-08-30,Hardcover Fiction
101,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-08-23,Hardcover Fiction
10,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-08-23,Hardcover Fiction
2,"Little, Brown",1ST CASE,James Patterson and Chris Tebbetts,by James Patterson and Chris Tebbetts,,2020-08-23,Hardcover Fiction
4,Harper,THE ORDER,Daniel Silva,by Daniel Silva,,2020-08-23,Hardcover Fiction
10,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-08-23,Hardcover Fiction
3,Emily Bestler/Atria,NEAR DARK,Brad Thor,by Brad Thor,,2020-08-23,Hardcover Fiction
1,Berkley,SUCKER PUNCH,Laurell K Hamilton,by Laurell K. Hamilton,,2020-08-23,Hardcover Fiction
8,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-08-23,Hardcover Fiction
1,Tor.com,HARROW THE NINTH,Tamsyn Muir,by Tamsyn Muir,,2020-08-23,Hardcover Fiction
1,Morrow,THE SILENT WIFE,Karin Slaughter,by Karin Slaughter,,2020-08-23,Hardcover Fiction
29,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-08-23,Hardcover Fiction
1,"Farrar, Straus & Giroux",LUSTER,Raven Leilani,by Raven Leilani,,2020-08-23,Hardcover Fiction
5,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-08-23,Hardcover Fiction
15,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-08-23,Hardcover Fiction
1,Riverhead,THE DEATH OF VIVEK OJI,Akwaeke Emezi,by Akwaeke Emezi,,2020-08-23,Hardcover Fiction
100,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-08-16,Hardcover Fiction
9,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-08-16,Hardcover Fiction
1,"Little, Brown",1ST CASE,James Patterson and Chris Tebbetts,by James Patterson and Chris Tebbetts,,2020-08-16,Hardcover Fiction
3,Harper,THE ORDER,Daniel Silva,by Daniel Silva,,2020-08-16,Hardcover Fiction
2,Emily Bestler/Atria,NEAR DARK,Brad Thor,by Brad Thor,,2020-08-16,Hardcover Fiction
7,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-08-16,Hardcover Fiction
9,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-08-16,Hardcover Fiction
1,Gallery,DEADLOCK,Catherine Coulter,by Catherine Coulter,,2020-08-16,Hardcover Fiction
4,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-08-16,Hardcover Fiction
14,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-08-16,Hardcover Fiction
28,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-08-16,Hardcover Fiction
1,Pamela Dorman,THE END OF HER,Shari Lapena,by Shari Lapena,,2020-08-16,Hardcover Fiction
15,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-08-16,Hardcover Fiction
53,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-08-16,Hardcover Fiction
5,Doubleday,SEX AND VANITY,Kevin Kwan,by Kevin Kwan,,2020-08-16,Hardcover Fiction
99,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-08-09,Hardcover Fiction
1,Emily Bestler/Atria,NEAR DARK,Brad Thor,by Brad Thor,,2020-08-09,Hardcover Fiction
2,Harper,THE ORDER,Daniel Silva,by Daniel Silva,,2020-08-09,Hardcover Fiction
8,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-08-09,Hardcover Fiction
6,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-08-09,Hardcover Fiction
8,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-08-09,Hardcover Fiction
1,St. Martin's,AXIOM'S END,Lindsay Ellis,by Lindsay Ellis,,2020-08-09,Hardcover Fiction
13,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-08-09,Hardcover Fiction
2,Ace,PEACE TALKS,Jim Butcher,by Jim Butcher,,2020-08-09,Hardcover Fiction
27,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-08-09,Hardcover Fiction
4,Doubleday,SEX AND VANITY,Kevin Kwan,by Kevin Kwan,,2020-08-09,Hardcover Fiction
2,Ballantine,A WALK ALONG THE BEACH,Debbie Macomber,by Debbie Macomber,,2020-08-09,Hardcover Fiction
14,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-08-09,Hardcover Fiction
1,"Little, Brown",THE PULL OF THE STARS,Emma Donoghue,by Emma Donoghue,,2020-08-09,Hardcover Fiction
11,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-08-09,Hardcover Fiction
1,Harper,THE ORDER,Daniel Silva,by Daniel Silva,,2020-08-02,Hardcover Fiction
1,Ace,PEACE TALKS,Jim Butcher,by Jim Butcher,,2020-08-02,Hardcover Fiction
98,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-08-02,Hardcover Fiction
7,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-08-02,Hardcover Fiction
5,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-08-02,Hardcover Fiction
3,Doubleday,SEX AND VANITY,Kevin Kwan,by Kevin Kwan,,2020-08-02,Hardcover Fiction
7,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-08-02,Hardcover Fiction
12,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-08-02,Hardcover Fiction
1,Random House,UTOPIA AVENUE,David Mitchell,by David Mitchell,,2020-08-02,Hardcover Fiction
1,Ballantine,A WALK ALONG THE BEACH,Debbie Macomber,by Debbie Macomber,,2020-08-02,Hardcover Fiction
13,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-08-02,Hardcover Fiction
26,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-08-02,Hardcover Fiction
6,"Little, Brown",THE SUMMER HOUSE,James Patterson and Brendan DuBois,by James Patterson and Brendan DuBois,,2020-08-02,Hardcover Fiction
3,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-08-02,Hardcover Fiction
10,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-08-02,Hardcover Fiction
97,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-07-26,Hardcover Fiction
6,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-07-26,Hardcover Fiction
4,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-07-26,Hardcover Fiction
1,Dutton,A BEAUTIFULLY FOOLISH ENDEAVOR,Hank Green,by Hank Green,,2020-07-26,Hardcover Fiction
11,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-07-26,Hardcover Fiction
6,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-07-26,Hardcover Fiction
2,Doubleday,SEX AND VANITY,Kevin Kwan,by Kevin Kwan,,2020-07-26,Hardcover Fiction
25,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-07-26,Hardcover Fiction
5,"Little, Brown",THE SUMMER HOUSE,James Patterson and Brendan DuBois,by James Patterson and Brendan DuBois,,2020-07-26,Hardcover Fiction
2,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-07-26,Hardcover Fiction
12,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-07-26,Hardcover Fiction
7,"Little, Brown",FAIR WARNING,Michael Connelly,by Michael Connelly,,2020-07-26,Hardcover Fiction
52,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-07-26,Hardcover Fiction
1,Knopf,MEMOIRS AND MISINFORMATION,Jim Carrey and Dana Vachon,by Jim Carrey and Dana Vachon,,2020-07-26,Hardcover Fiction
9,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-07-26,Hardcover Fiction
96,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-07-19,Hardcover Fiction
5,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-07-19,Hardcover Fiction
3,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-07-19,Hardcover Fiction
1,Doubleday,SEX AND VANITY,Kevin Kwan,by Kevin Kwan,,2020-07-19,Hardcover Fiction
10,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-07-19,Hardcover Fiction
5,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-07-19,Hardcover Fiction
4,"Little, Brown",THE SUMMER HOUSE,James Patterson and Brendan DuBois,by James Patterson and Brendan DuBois,,2020-07-19,Hardcover Fiction
1,Dutton,HOME BEFORE DARK,Riley Sager,by Riley Sager,,2020-07-19,Hardcover Fiction
1,Del Rey,MEXICAN GOTHIC,Silvia Moreno-Garcia,by Silvia Moreno-Garcia,,2020-07-19,Hardcover Fiction
1,Knopf,FRIENDS AND STRANGERS,J Courtney Sullivan,by J. Courtney Sullivan,,2020-07-19,Hardcover Fiction
11,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-07-19,Hardcover Fiction
6,"Little, Brown",FAIR WARNING,Michael Connelly,by Michael Connelly,,2020-07-19,Hardcover Fiction
24,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-07-19,Hardcover Fiction
8,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-07-19,Hardcover Fiction
4,Delacorte,DADDY'S GIRLS,Danielle Steel,by Danielle Steel,,2020-07-19,Hardcover Fiction
4,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-07-12,Hardcover Fiction
2,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-07-12,Hardcover Fiction
95,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-07-12,Hardcover Fiction
9,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-07-12,Hardcover Fiction
3,"Little, Brown",THE SUMMER HOUSE,James Patterson and Brendan DuBois,by James Patterson and Brendan DuBois,,2020-07-12,Hardcover Fiction
4,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-07-12,Hardcover Fiction
10,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-07-12,Hardcover Fiction
5,"Little, Brown",FAIR WARNING,Michael Connelly,by Michael Connelly,,2020-07-12,Hardcover Fiction
1,Sourcebooks Landmark,THE LAST FLIGHT,Julie Clark,by Julie Clark,,2020-07-12,Hardcover Fiction
23,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-07-12,Hardcover Fiction
4,Riverhead,DEACON KING KONG,James McBride,by James McBride,,2020-07-12,Hardcover Fiction
5,St. Martin's,HIDEAWAY,Nora Roberts,by Nora Roberts,,2020-07-12,Hardcover Fiction
3,Delacorte,DADDY'S GIRLS,Danielle Steel,by Danielle Steel,,2020-07-12,Hardcover Fiction
7,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-07-12,Hardcover Fiction
1,Penguin Press,DEATH IN HER HANDS,Ottessa Moshfegh,by Ottessa Moshfegh,,2020-07-12,Hardcover Fiction
1,"Little, Brown",28 SUMMERS,Elin Hilderbrand,by Elin Hilderbrand,,2020-07-05,Hardcover Fiction
94,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-07-05,Hardcover Fiction
8,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-07-05,Hardcover Fiction
3,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-07-05,Hardcover Fiction
2,"Little, Brown",THE SUMMER HOUSE,James Patterson and Brendan DuBois,by James Patterson and Brendan DuBois,,2020-07-05,Hardcover Fiction
9,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-07-05,Hardcover Fiction
3,Riverhead,DEACON KING KONG,James McBride,by James McBride,,2020-07-05,Hardcover Fiction
4,"Little, Brown",FAIR WARNING,Michael Connelly,by Michael Connelly,,2020-07-05,Hardcover Fiction
3,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-07-05,Hardcover Fiction
1,Del Rey,DEVOLUTION,Max Brooks,by Max Brooks,,2020-07-05,Hardcover Fiction
2,Putnam,TOM CLANCY: FIRING POINT,Mike Maden,by Mike Maden,,2020-07-05,Hardcover Fiction
2,Delacorte,DADDY'S GIRLS,Danielle Steel,by Danielle Steel,,2020-07-05,Hardcover Fiction
4,St. Martin's,HIDEAWAY,Nora Roberts,by Nora Roberts,,2020-07-05,Hardcover Fiction
9,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-07-05,Hardcover Fiction
22,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-07-05,Hardcover Fiction
93,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-06-28,Hardcover Fiction
7,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-06-28,Hardcover Fiction
2,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-06-28,Hardcover Fiction
1,"Little, Brown",THE SUMMER HOUSE,James Patterson and Brendan DuBois,by James Patterson and Brendan DuBois,,2020-06-28,Hardcover Fiction
1,Delacorte,DADDY'S GIRLS,Danielle Steel,by Danielle Steel,,2020-06-28,Hardcover Fiction
3,"Little, Brown",FAIR WARNING,Michael Connelly,by Michael Connelly,,2020-06-28,Hardcover Fiction
8,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-06-28,Hardcover Fiction
1,Putnam,TOM CLANCY: FIRING POINT,Mike Maden,by Mike Maden,,2020-06-28,Hardcover Fiction
3,St. Martin's,HIDEAWAY,Nora Roberts,by Nora Roberts,,2020-06-28,Hardcover Fiction
2,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-06-28,Hardcover Fiction
8,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-06-28,Hardcover Fiction
6,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-06-28,Hardcover Fiction
21,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-06-28,Hardcover Fiction
2,Ballantine,THE LIES THAT BIND,Emily Giffin,by Emily Giffin,,2020-06-28,Hardcover Fiction
1,Random House,THE DAUGHTERS OF ERIETOWN,Connie Schultz,by Connie Schultz,,2020-06-28,Hardcover Fiction
1,Riverhead,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,2020-06-21,Hardcover Fiction
92,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-06-21,Hardcover Fiction
1,Morrow,THE GUEST LIST,Lucy Foley,by Lucy Foley,,2020-06-21,Hardcover Fiction
6,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-06-21,Hardcover Fiction
1,Ballantine,THE LIES THAT BIND,Emily Giffin,by Emily Giffin,,2020-06-21,Hardcover Fiction
2,"Little, Brown",FAIR WARNING,Michael Connelly,by Michael Connelly,,2020-06-21,Hardcover Fiction
2,St. Martin's,HIDEAWAY,Nora Roberts,by Nora Roberts,,2020-06-21,Hardcover Fiction
7,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-06-21,Hardcover Fiction
5,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-06-21,Hardcover Fiction
7,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-06-21,Hardcover Fiction
20,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-06-21,Hardcover Fiction
1,Knopf,A BURNING,Megha Majumdar,by Megha Majumdar,,2020-06-21,Hardcover Fiction
51,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-06-21,Hardcover Fiction
5,Riverhead,ALL ADULTS HERE,Emma Straub,by Emma Straub,,2020-06-21,Hardcover Fiction
13,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-06-21,Hardcover Fiction
91,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-06-14,Hardcover Fiction
1,St. Martin's,HIDEAWAY,Nora Roberts,by Nora Roberts,,2020-06-14,Hardcover Fiction
1,"Little, Brown",FAIR WARNING,Michael Connelly,by Michael Connelly,,2020-06-14,Hardcover Fiction
5,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-06-14,Hardcover Fiction
6,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-06-14,Hardcover Fiction
4,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-06-14,Hardcover Fiction
19,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-06-14,Hardcover Fiction
6,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-06-14,Hardcover Fiction
4,Riverhead,ALL ADULTS HERE,Emma Straub,by Emma Straub,,2020-06-14,Hardcover Fiction
4,"Little, Brown",THE 20TH VICTIM,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,,2020-06-14,Hardcover Fiction
50,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-06-14,Hardcover Fiction
33,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-06-14,Hardcover Fiction
6,Viking,THE BOOK OF LONGINGS,Sue Monk Kidd,by Sue Monk Kidd,,2020-06-14,Hardcover Fiction
1,Putnam,WRATH OF POSEIDON,Clive Cussler and Robin Burcell,by Clive Cussler and Robin Burcell,,2020-06-14,Hardcover Fiction
3,Grand Central,THE LAST TRIAL,Scott Turow,by Scott Turow,,2020-06-14,Hardcover Fiction
90,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-06-07,Hardcover Fiction
4,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-06-07,Hardcover Fiction
5,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-06-07,Hardcover Fiction
5,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-06-07,Hardcover Fiction
3,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-06-07,Hardcover Fiction
3,"Little, Brown",THE 20TH VICTIM,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,,2020-06-07,Hardcover Fiction
18,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-06-07,Hardcover Fiction
1,Random House,RODHAM,Curtis Sittenfeld,by Curtis Sittenfeld,,2020-06-07,Hardcover Fiction
2,Grand Central,THE LAST TRIAL,Scott Turow,by Scott Turow,,2020-06-07,Hardcover Fiction
3,Riverhead,ALL ADULTS HERE,Emma Straub,by Emma Straub,,2020-06-07,Hardcover Fiction
5,Viking,THE BOOK OF LONGINGS,Sue Monk Kidd,by Sue Monk Kidd,,2020-06-07,Hardcover Fiction
49,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-06-07,Hardcover Fiction
1,Gallery,ON OCEAN BOULEVARD,Mary Alice Monroe,by Mary Alice Monroe,,2020-06-07,Hardcover Fiction
2,St. Martin's,"HELLO, SUMMER",Mary Kay Andrews,by Mary Kay Andrews,,2020-06-07,Hardcover Fiction
32,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-06-07,Hardcover Fiction
89,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-05-31,Hardcover Fiction
3,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-05-31,Hardcover Fiction
4,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-05-31,Hardcover Fiction
4,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-05-31,Hardcover Fiction
2,"Little, Brown",THE 20TH VICTIM,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,,2020-05-31,Hardcover Fiction
2,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-05-31,Hardcover Fiction
17,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-05-31,Hardcover Fiction
1,Grand Central,THE LAST TRIAL,Scott Turow,by Scott Turow,,2020-05-31,Hardcover Fiction
2,Riverhead,ALL ADULTS HERE,Emma Straub,by Emma Straub,,2020-05-31,Hardcover Fiction
4,Viking,THE BOOK OF LONGINGS,Sue Monk Kidd,by Sue Monk Kidd,,2020-05-31,Hardcover Fiction
6,Ballantine,THE BOOK OF LOST FRIENDS,Lisa Wingate,by Lisa Wingate,,2020-05-31,Hardcover Fiction
