weeks_on_list,publisher,title,author,contributor,age_group,published_date,list_name
3,"Little, Brown",THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,,2020-05-17,Hardcover Nonfiction
5,Dutton,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,by Jonathan Karl,,2020-05-17,Hardcover Nonfiction
5,Flatiron,MORE MYSELF,Alicia Keys with Michelle Burford,by Alicia Keys with Michelle Burford,,2020-05-17,Hardcover Nonfiction
4,Houghton Mifflin Harcourt,THE LAST BOOK ON THE LEFT,"Ben Kissel, Marcus Parks and Henry Zebrowski","by Ben Kissel, Marcus Parks and Henry Zebrowski",,2020-05-17,Hardcover Nonfiction
1,Sentinel,DON'T BURN THIS BOOK,Dave Rubin,by Dave Rubin,,2020-05-17,Hardcover Nonfiction
3,Forefront,ABOUT YOUR FATHER AND OTHER CELEBRITIES I HAVE KNOWN,Peggy Rowe,by Peggy Rowe,,2020-05-17,Hardcover Nonfiction
4,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-05-17,Hardcover Nonfiction
1,Harper Wave,TOGETHER,Vivek H. Murthy,by Vivek H. Murthy,,2020-05-17,Hardcover Nonfiction
32,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-05-17,Hardcover Nonfiction
7,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-05-10,Hardcover Nonfiction
9,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-05-10,Hardcover Nonfiction
114,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-05-10,Hardcover Nonfiction
72,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-05-10,Hardcover Nonfiction
2,"Little, Brown",THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,,2020-05-10,Hardcover Nonfiction
3,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-05-10,Hardcover Nonfiction
19,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-05-10,Hardcover Nonfiction
1,Simon & Schuster,I'M YOUR HUCKLEBERRY,Val Kilmer,by Val Kilmer,,2020-05-10,Hardcover Nonfiction
4,Dutton,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,by Jonathan Karl,,2020-05-10,Hardcover Nonfiction
4,Flatiron,MORE MYSELF,Alicia Keys with Michelle Burford,by Alicia Keys with Michelle Burford,,2020-05-10,Hardcover Nonfiction
3,Threshold Editions,ARGUING WITH SOCIALISTS,Glenn Beck,by Glenn Beck,,2020-05-10,Hardcover Nonfiction
3,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-05-10,Hardcover Nonfiction
2,Forefront,ABOUT YOUR FATHER AND OTHER CELEBRITIES I HAVE KNOWN,Peggy Rowe,by Peggy Rowe,,2020-05-10,Hardcover Nonfiction
3,Houghton Mifflin Harcourt,THE LAST BOOK ON THE LEFT,"Ben Kissel, Marcus Parks and Henry Zebrowski","by Ben Kissel, Marcus Parks and Henry Zebrowski",,2020-05-10,Hardcover Nonfiction
31,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-05-10,Hardcover Nonfiction
6,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-05-03,Hardcover Nonfiction
8,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-05-03,Hardcover Nonfiction
1,"Little, Brown",THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,,2020-05-03,Hardcover Nonfiction
3,Dutton,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,by Jonathan Karl,,2020-05-03,Hardcover Nonfiction
2,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-05-03,Hardcover Nonfiction
113,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-05-03,Hardcover Nonfiction
18,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-05-03,Hardcover Nonfiction
71,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-05-03,Hardcover Nonfiction
1,Forefront,ABOUT YOUR FATHER AND OTHER CELEBRITIES I HAVE KNOWN,Peggy Rowe,by Peggy Rowe,,2020-05-03,Hardcover Nonfiction
2,Threshold Editions,ARGUING WITH SOCIALISTS,Glenn Beck,by Glenn Beck,,2020-05-03,Hardcover Nonfiction
3,Flatiron,MORE MYSELF,Alicia Keys with Michelle Burford,by Alicia Keys with Michelle Burford,,2020-05-03,Hardcover Nonfiction
2,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-05-03,Hardcover Nonfiction
2,Houghton Mifflin Harcourt,THE LAST BOOK ON THE LEFT,"Ben Kissel, Marcus Parks and Henry Zebrowski","by Ben Kissel, Marcus Parks and Henry Zebrowski",,2020-05-03,Hardcover Nonfiction
1,Harper,HELL AND OTHER DESTINATIONS,Madeleine Albright with Bill Woodward,by Madeleine Albright with Bill Woodward,,2020-05-03,Hardcover Nonfiction
1,Crown,LEAVE ONLY FOOTPRINTS,Conor Knighton,by Conor Knighton,,2020-05-03,Hardcover Nonfiction
5,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-04-26,Hardcover Nonfiction
7,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-04-26,Hardcover Nonfiction
1,Houghton Mifflin Harcourt,THE LAST BOOK ON THE LEFT,"Ben Kissel, Marcus Parks and Henry Zebrowski","by Ben Kissel, Marcus Parks and Henry Zebrowski",,2020-04-26,Hardcover Nonfiction
1,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-04-26,Hardcover Nonfiction
1,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-04-26,Hardcover Nonfiction
17,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-04-26,Hardcover Nonfiction
1,Threshold Editions,ARGUING WITH SOCIALISTS,Glenn Beck,by Glenn Beck,,2020-04-26,Hardcover Nonfiction
112,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-04-26,Hardcover Nonfiction
2,Flatiron,MORE MYSELF,Alicia Keys with Michelle Burford,by Alicia Keys with Michelle Burford,,2020-04-26,Hardcover Nonfiction
2,Dutton,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,by Jonathan Karl,,2020-04-26,Hardcover Nonfiction
70,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-04-26,Hardcover Nonfiction
10,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-04-26,Hardcover Nonfiction
1,Morrow,NOTHING GENERAL ABOUT IT,Maurice Benard with Susan Black,by Maurice Benard with Susan Black,,2020-04-26,Hardcover Nonfiction
1,Flatiron,HIDING IN PLAIN SIGHT,Sarah Kendzior,by Sarah Kendzior,,2020-04-26,Hardcover Nonfiction
1,Arcade,APROPOS OF NOTHING,Woody Allen,by Woody Allen,,2020-04-26,Hardcover Nonfiction
6,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-04-19,Hardcover Nonfiction
4,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-04-19,Hardcover Nonfiction
1,Flatiron,MORE MYSELF,Alicia Keys with Michelle Burford,by Alicia Keys with Michelle Burford,,2020-04-19,Hardcover Nonfiction
1,Dutton,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,by Jonathan Karl,,2020-04-19,Hardcover Nonfiction
111,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-04-19,Hardcover Nonfiction
16,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-04-19,Hardcover Nonfiction
1,Gallery,THE FIRST TIME,Colton Underwood,by Colton Underwood,,2020-04-19,Hardcover Nonfiction
69,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-04-19,Hardcover Nonfiction
9,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-04-19,Hardcover Nonfiction
2,Dutton,THE OFFICE,Andy Greene,by Andy Greene,,2020-04-19,Hardcover Nonfiction
1,Simon & Schuster,"MITCH, PLEASE!",Matt Jones with Chris Tomlin,by Matt Jones with Chris Tomlin,,2020-04-19,Hardcover Nonfiction
30,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-04-19,Hardcover Nonfiction
2,Hachette,LADY IN WAITING,Anne Glenconner,by Anne Glenconner,,2020-04-19,Hardcover Nonfiction
4,Pamela Dorman,THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,by Katherine Schwarzenegger Pratt,,2020-04-19,Hardcover Nonfiction
27,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-04-19,Hardcover Nonfiction
5,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-04-12,Hardcover Nonfiction
3,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-04-12,Hardcover Nonfiction
110,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-04-12,Hardcover Nonfiction
1,Hachette,LADY IN WAITING,Anne Glenconner,by Anne Glenconner,,2020-04-12,Hardcover Nonfiction
1,Dutton,THE OFFICE,Andy Greene,by Andy Greene,,2020-04-12,Hardcover Nonfiction
15,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-04-12,Hardcover Nonfiction
68,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-04-12,Hardcover Nonfiction
8,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-04-12,Hardcover Nonfiction
3,Pamela Dorman,THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,by Katherine Schwarzenegger Pratt,,2020-04-12,Hardcover Nonfiction
29,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-04-12,Hardcover Nonfiction
1,Gallery,THE UPSIDE OF BEING DOWN,Jen Gotch,by Jen Gotch,,2020-04-12,Hardcover Nonfiction
1,Knopf,THE SYSTEM,Robert B Reich,by Robert B. Reich,,2020-04-12,Hardcover Nonfiction
26,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-04-12,Hardcover Nonfiction
19,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-04-12,Hardcover Nonfiction
5,Harper,UNKNOWN VALOR,Martha MacCallum,by Martha MacCallum,,2020-04-12,Hardcover Nonfiction
2,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-04-05,Hardcover Nonfiction
4,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-04-05,Hardcover Nonfiction
14,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-04-05,Hardcover Nonfiction
109,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-04-05,Hardcover Nonfiction
7,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-04-05,Hardcover Nonfiction
2,Pamela Dorman,THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,by Katherine Schwarzenegger Pratt,,2020-04-05,Hardcover Nonfiction
67,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-04-05,Hardcover Nonfiction
28,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-04-05,Hardcover Nonfiction
3,Hanover Square,JOHN ADAMS UNDER FIRE,Dan Abrams and David Fisher,by Dan Abrams and David Fisher,,2020-04-05,Hardcover Nonfiction
4,Convergent,THE HOPE OF GLORY,Jon Meacham,by Jon Meacham,,2020-04-05,Hardcover Nonfiction
4,Harper,UNKNOWN VALOR,Martha MacCallum,by Martha MacCallum,,2020-04-05,Hardcover Nonfiction
1,Riverhead,HOW TO BE AN ARTIST,Jerry Saltz,by Jerry Saltz,,2020-04-05,Hardcover Nonfiction
25,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-04-05,Hardcover Nonfiction
1,"Little, Brown",DEADLIEST ENEMY,Michael T Osterholm and Mark Olshaker,by Michael T. Osterholm and Mark Olshaker,,2020-04-05,Hardcover Nonfiction
1,Princeton University,DEATHS OF DESPAIR AND THE FUTURE OF CAPITALISM,Anne Case and Angus Deaton,by Anne Case and Angus Deaton,,2020-04-05,Hardcover Nonfiction
1,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-03-29,Hardcover Nonfiction
3,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-03-29,Hardcover Nonfiction
1,Pamela Dorman,THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,by Katherine Schwarzenegger Pratt,,2020-03-29,Hardcover Nonfiction
13,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-03-29,Hardcover Nonfiction
108,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-03-29,Hardcover Nonfiction
6,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-03-29,Hardcover Nonfiction
3,Harper,UNKNOWN VALOR,Martha MacCallum,by Martha MacCallum,,2020-03-29,Hardcover Nonfiction
1,Belknap,CAPITAL AND IDEOLOGY,Thomas Piketty,by Thomas Piketty,,2020-03-29,Hardcover Nonfiction
2,Hanover Square,JOHN ADAMS UNDER FIRE,Dan Abrams and David Fisher,by Dan Abrams and David Fisher,,2020-03-29,Hardcover Nonfiction
27,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-03-29,Hardcover Nonfiction
66,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-03-29,Hardcover Nonfiction
3,Convergent,THE HOPE OF GLORY,Jon Meacham,by Jon Meacham,,2020-03-29,Hardcover Nonfiction
8,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-03-29,Hardcover Nonfiction
2,Broadside,THE MAGA DOCTRINE,Charlie Kirk,by Charlie Kirk,,2020-03-29,Hardcover Nonfiction
1,Forefront,WHY DID I COME INTO THIS ROOM?,Joan Lunden,by Joan Lunden,,2020-03-29,Hardcover Nonfiction
2,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-03-22,Hardcover Nonfiction
12,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-03-22,Hardcover Nonfiction
2,Harper,UNKNOWN VALOR,Martha MacCallum,by Martha MacCallum,,2020-03-22,Hardcover Nonfiction
107,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-03-22,Hardcover Nonfiction
1,Broadside,THE MAGA DOCTRINE,Charlie Kirk,by Charlie Kirk,,2020-03-22,Hardcover Nonfiction
5,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-03-22,Hardcover Nonfiction
2,Convergent,THE HOPE OF GLORY,Jon Meacham,by Jon Meacham,,2020-03-22,Hardcover Nonfiction
65,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-03-22,Hardcover Nonfiction
26,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-03-22,Hardcover Nonfiction
7,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-03-22,Hardcover Nonfiction
1,Hanover Square,JOHN ADAMS UNDER FIRE,Dan Abrams and David Fisher,by Dan Abrams and David Fisher,,2020-03-22,Hardcover Nonfiction
3,Custom House,DARK TOWERS,David Enrich,by David Enrich,,2020-03-22,Hardcover Nonfiction
3,Knopf,UNTIL THE END OF TIME,Brian Greene,by Brian Greene,,2020-03-22,Hardcover Nonfiction
7,Harper,PROFILES IN CORRUPTION,Peter Schweizer,by Peter Schweizer,,2020-03-22,Hardcover Nonfiction
1,Viking,A CITIZEN'S GUIDE TO BEATING DONALD TRUMP,David Plouffe,by David Plouffe,,2020-03-22,Hardcover Nonfiction
1,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-03-15,Hardcover Nonfiction
11,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-03-15,Hardcover Nonfiction
1,Harper,UNKNOWN VALOR,Martha MacCallum,by Martha MacCallum,,2020-03-15,Hardcover Nonfiction
1,Convergent,THE HOPE OF GLORY,Jon Meacham,by Jon Meacham,,2020-03-15,Hardcover Nonfiction
4,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-03-15,Hardcover Nonfiction
106,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-03-15,Hardcover Nonfiction
6,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-03-15,Hardcover Nonfiction
25,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-03-15,Hardcover Nonfiction
64,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-03-15,Hardcover Nonfiction
2,Knopf,UNTIL THE END OF TIME,Brian Greene,by Brian Greene,,2020-03-15,Hardcover Nonfiction
6,Harper,PROFILES IN CORRUPTION,Peter Schweizer,by Peter Schweizer,,2020-03-15,Hardcover Nonfiction
2,Custom House,DARK TOWERS,David Enrich,by David Enrich,,2020-03-15,Hardcover Nonfiction
24,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-03-15,Hardcover Nonfiction
12,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-03-15,Hardcover Nonfiction
5,Avid Reader,WHY WE'RE POLARIZED,Ezra Klein,by Ezra Klein,,2020-03-15,Hardcover Nonfiction
10,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-03-08,Hardcover Nonfiction
1,Custom House,DARK TOWERS,David Enrich,by David Enrich,,2020-03-08,Hardcover Nonfiction
3,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-03-08,Hardcover Nonfiction
5,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-03-08,Hardcover Nonfiction
1,Twelve,UN-TRUMPING AMERICA,Dan Pfeiffer,by Dan Pfeiffer,,2020-03-08,Hardcover Nonfiction
1,Knopf,UNTIL THE END OF TIME,Brian Greene,by Brian Greene,,2020-03-08,Hardcover Nonfiction
5,Harper,PROFILES IN CORRUPTION,Peter Schweizer,by Peter Schweizer,,2020-03-08,Hardcover Nonfiction
105,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-03-08,Hardcover Nonfiction
63,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-03-08,Hardcover Nonfiction
24,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-03-08,Hardcover Nonfiction
1,Viking,YOU NEVER FORGET YOUR FIRST,Alexis Coe,by Alexis Coe,,2020-03-08,Hardcover Nonfiction
4,Viking,KNOW MY NAME,Chanel Miller,by Chanel Miller,,2020-03-08,Hardcover Nonfiction
4,Avid Reader,WHY WE'RE POLARIZED,Ezra Klein,by Ezra Klein,,2020-03-08,Hardcover Nonfiction
2,Knopf,BROTHER & SISTER,Diane Keaton,by Diane Keaton,,2020-03-08,Hardcover Nonfiction
2,Algonquin,THE BOOK OF DELIGHTS,Ross Gay,by Ross Gay,,2020-03-08,Hardcover Nonfiction
2,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-03-01,Hardcover Nonfiction
4,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-03-01,Hardcover Nonfiction
4,Harper,PROFILES IN CORRUPTION,Peter Schweizer,by Peter Schweizer,,2020-03-01,Hardcover Nonfiction
104,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-03-01,Hardcover Nonfiction
62,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-03-01,Hardcover Nonfiction
23,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-03-01,Hardcover Nonfiction
9,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-03-01,Hardcover Nonfiction
3,Avid Reader,WHY WE'RE POLARIZED,Ezra Klein,by Ezra Klein,,2020-03-01,Hardcover Nonfiction
23,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-03-01,Hardcover Nonfiction
11,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-03-01,Hardcover Nonfiction
18,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-03-01,Hardcover Nonfiction
2,Flatiron,THE BIG GOODBYE,Sam Wasson,by Sam Wasson,,2020-03-01,Hardcover Nonfiction
3,Grove,WHY WE CAN'T SLEEP,Ada Calhoun,by Ada Calhoun,,2020-03-01,Hardcover Nonfiction
1,Timber,NATURE'S BEST HOPE,Douglas W Tallamy,by Douglas W. Tallamy,,2020-03-01,Hardcover Nonfiction
4,Knopf,TIGHTROPE,Nicholas D Kristof and Sheryl WuDunn,by Nicholas D. Kristof and Sheryl WuDunn,,2020-03-01,Hardcover Nonfiction
1,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-02-23,Hardcover Nonfiction
3,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-02-23,Hardcover Nonfiction
3,Harper,PROFILES IN CORRUPTION,Peter Schweizer,by Peter Schweizer,,2020-02-23,Hardcover Nonfiction
103,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-02-23,Hardcover Nonfiction
2,Avid Reader,WHY WE'RE POLARIZED,Ezra Klein,by Ezra Klein,,2020-02-23,Hardcover Nonfiction
8,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-02-23,Hardcover Nonfiction
61,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-02-23,Hardcover Nonfiction
22,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-02-23,Hardcover Nonfiction
1,Knopf,BROTHER & SISTER,Diane Keaton,by Diane Keaton,,2020-02-23,Hardcover Nonfiction
22,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-02-23,Hardcover Nonfiction
1,Scribner,WHEN TIME STOPPED,Ariana Neumann,by Ariana Neumann,,2020-02-23,Hardcover Nonfiction
1,Flatiron,THE BIG GOODBYE,Sam Wasson,by Sam Wasson,,2020-02-23,Hardcover Nonfiction
10,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-02-23,Hardcover Nonfiction
1,Algonquin,THE BOOK OF DELIGHTS,Ross Gay,by Ross Gay,,2020-02-23,Hardcover Nonfiction
17,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-02-23,Hardcover Nonfiction
2,Harper,PROFILES IN CORRUPTION,Peter Schweizer,by Peter Schweizer,,2020-02-16,Hardcover Nonfiction
2,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-02-16,Hardcover Nonfiction
102,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-02-16,Hardcover Nonfiction
7,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-02-16,Hardcover Nonfiction
1,Avid Reader,WHY WE'RE POLARIZED,Ezra Klein,by Ezra Klein,,2020-02-16,Hardcover Nonfiction
60,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-02-16,Hardcover Nonfiction
21,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-02-16,Hardcover Nonfiction
1,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-02-16,Hardcover Nonfiction
21,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-02-16,Hardcover Nonfiction
16,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-02-16,Hardcover Nonfiction
3,Knopf,TIGHTROPE,Nicholas D Kristof and Sheryl WuDunn,by Nicholas D. Kristof and Sheryl WuDunn,,2020-02-16,Hardcover Nonfiction
9,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-02-16,Hardcover Nonfiction
1,Norton,ARGUING WITH ZOMBIES,Paul Krugman,by Paul Krugman,,2020-02-16,Hardcover Nonfiction
11,"Little, Brown",CATCH AND KILL,Ronan Farrow,by Ronan Farrow,,2020-02-16,Hardcover Nonfiction
10,Doubleday,SAY NOTHING,Patrick Radden Keefe,by Patrick Radden Keefe,,2020-02-16,Hardcover Nonfiction
1,Penguin Press,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,by Philip Rucker and Carol Leonnig,,2020-02-09,Hardcover Nonfiction
1,Harper,PROFILES IN CORRUPTION,Peter Schweizer,by Peter Schweizer,,2020-02-09,Hardcover Nonfiction
101,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-02-09,Hardcover Nonfiction
20,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-02-09,Hardcover Nonfiction
59,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-02-09,Hardcover Nonfiction
20,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-02-09,Hardcover Nonfiction
2,Knopf,TIGHTROPE,Nicholas D Kristof and Sheryl WuDunn,by Nicholas D. Kristof and Sheryl WuDunn,,2020-02-09,Hardcover Nonfiction
1,Simon & Schuster,THE AGE OF ENTITLEMENT,Christopher Caldwell,by Christopher Caldwell,,2020-02-09,Hardcover Nonfiction
2,Grove,WHY WE CAN'T SLEEP,Ada Calhoun,by Ada Calhoun,,2020-02-09,Hardcover Nonfiction
2,Crown Forum,RUNNING AGAINST THE DEVIL,Rick Wilson,by Rick Wilson,,2020-02-09,Hardcover Nonfiction
